scenario,distribution,implementation,n,trial,seed,operations,elapsed_ns,ns_per_op,height,estimated_bytes,checksum
lookup,random,red_black_tree,2000,6,2097195053,2000,84250,42.125000,13,144104,4953046519480926974
build,nearly_sorted,ordinary_bst,2000,0,2097193553,2000,1533000,766.500000,1907,128024,13443755682254237430
build,nearly_sorted,sorted_vector,2000,0,2097193553,2000,39959,19.979500,,127952,13443755682254237430
build,nearly_sorted,red_black_tree,2000,0,2097193553,2000,51709,25.854500,19,144104,13443755682254237430
build,nearly_sorted,red_black_tree,2000,1,2097193809,2000,52125,26.062500,19,144104,13443755682254237430
build,nearly_sorted,sorted_vector,2000,1,2097193809,2000,43750,21.875000,,127952,13443755682254237430
build,nearly_sorted,ordinary_bst,2000,1,2097193809,2000,1494166,747.083000,1903,128024,13443755682254237430
build,nearly_sorted,sorted_vector,2000,2,2097194065,2000,42334,21.167000,,127952,13443755682254237430
build,nearly_sorted,ordinary_bst,2000,2,2097194065,2000,1464625,732.312500,1908,128024,13443755682254237430
build,nearly_sorted,red_black_tree,2000,2,2097194065,2000,46334,23.167000,19,144104,13443755682254237430
build,nearly_sorted,ordinary_bst,2000,3,2097194321,2000,1519667,759.833500,1907,128024,13443755682254237430
build,nearly_sorted,red_black_tree,2000,3,2097194321,2000,48958,24.479000,19,144104,13443755682254237430
build,nearly_sorted,sorted_vector,2000,3,2097194321,2000,42834,21.417000,,127952,13443755682254237430
build,nearly_sorted,sorted_vector,2000,4,2097194577,2000,39250,19.625000,,127952,13443755682254237430
build,nearly_sorted,red_black_tree,2000,4,2097194577,2000,48834,24.417000,19,144104,13443755682254237430
build,nearly_sorted,ordinary_bst,2000,4,2097194577,2000,1491667,745.833500,1906,128024,13443755682254237430
build,nearly_sorted,sorted_vector,2000,5,2097194833,2000,43166,21.583000,,127952,13443755682254237430
build,nearly_sorted,ordinary_bst,2000,5,2097194833,2000,1473417,736.708500,1901,128024,13443755682254237430
build,nearly_sorted,red_black_tree,2000,5,2097194833,2000,47917,23.958500,19,144104,13443755682254237430
build,nearly_sorted,sorted_vector,2000,6,2097195089,2000,42750,21.375000,,127952,13443755682254237430
build,nearly_sorted,red_black_tree,2000,6,2097195089,2000,49167,24.583500,19,144104,13443755682254237430
build,nearly_sorted,ordinary_bst,2000,6,2097195089,2000,1516333,758.166500,1909,128024,13443755682254237430
lookup,nearly_sorted,red_black_tree,2000,0,2097193518,2000,85125,42.562500,19,144104,9976469647698011820
lookup,nearly_sorted,sorted_vector,2000,0,2097193518,2000,64250,32.125000,,127952,9976469647698011820
lookup,nearly_sorted,ordinary_bst,2000,0,2097193518,2000,1429792,714.896000,1904,128024,9976469647698011820
lookup,nearly_sorted,sorted_vector,2000,1,2097193774,2000,71083,35.541500,,127952,786276055641394656
lookup,nearly_sorted,ordinary_bst,2000,1,2097193774,2000,1433917,716.958500,1903,128024,786276055641394656
lookup,nearly_sorted,red_black_tree,2000,1,2097193774,2000,85084,42.542000,19,144104,786276055641394656
lookup,nearly_sorted,sorted_vector,2000,2,2097194030,2000,71125,35.562500,,127952,10411710621662722180
lookup,nearly_sorted,ordinary_bst,2000,2,2097194030,2000,1434209,717.104500,1905,128024,10411710621662722180
lookup,nearly_sorted,red_black_tree,2000,2,2097194030,2000,85000,42.500000,19,144104,10411710621662722180
lookup,nearly_sorted,ordinary_bst,2000,3,2097194286,2000,1456667,728.333500,1905,128024,9103159364747660430
lookup,nearly_sorted,red_black_tree,2000,3,2097194286,2000,82166,41.083000,19,144104,9103159364747660430
lookup,nearly_sorted,sorted_vector,2000,3,2097194286,2000,71792,35.896000,,127952,9103159364747660430
lookup,nearly_sorted,red_black_tree,2000,4,2097194542,2000,84750,42.375000,19,144104,7690046349683671002
lookup,nearly_sorted,sorted_vector,2000,4,2097194542,2000,66792,33.396000,,127952,7690046349683671002
lookup,nearly_sorted,ordinary_bst,2000,4,2097194542,2000,1426791,713.395500,1907,128024,7690046349683671002
lookup,nearly_sorted,red_black_tree,2000,5,2097194798,2000,81084,40.542000,19,144104,15205075454330893597
lookup,nearly_sorted,sorted_vector,2000,5,2097194798,2000,63875,31.937500,,127952,15205075454330893597
lookup,nearly_sorted,ordinary_bst,2000,5,2097194798,2000,1477458,738.729000,1910,128024,15205075454330893597
lookup,nearly_sorted,ordinary_bst,2000,6,2097195054,2000,1451959,725.979500,1903,128024,2362686333904469644
lookup,nearly_sorted,sorted_vector,2000,6,2097195054,2000,70250,35.125000,,127952,2362686333904469644
lookup,nearly_sorted,red_black_tree,2000,6,2097195054,2000,79792,39.896000,19,144104,2362686333904469644
read_heavy,random,sorted_vector,2000,0,2097193841,4000,446916,111.729000,,127952,7499607876432399555
read_heavy,random,red_black_tree,2000,0,2097193841,4000,116000,29.000000,15,144104,7499607876432399555
read_heavy,random,ordinary_bst,2000,0,2097193841,4000,196750,49.187500,376,128024,7499607876432399555
read_heavy,random,sorted_vector,2000,1,2097193585,4000,450208,112.552000,,127952,2967514597018924863
read_heavy,random,red_black_tree,2000,1,2097193585,4000,130333,32.583250,15,144104,2967514597018924863
read_heavy,random,ordinary_bst,2000,1,2097193585,4000,192666,48.166500,373,128024,2967514597018924863
read_heavy,random,sorted_vector,2000,2,2097194353,4000,427584,106.896000,,127952,10249070188425543507
read_heavy,random,red_black_tree,2000,2,2097194353,4000,114084,28.521000,15,144104,10249070188425543507
read_heavy,random,ordinary_bst,2000,2,2097194353,4000,189958,47.489500,371,128024,10249070188425543507
read_heavy,random,ordinary_bst,2000,3,2097194097,4000,193000,48.250000,373,128024,17143113452628189396
read_heavy,random,red_black_tree,2000,3,2097194097,4000,116667,29.166750,15,144104,17143113452628189396
read_heavy,random,sorted_vector,2000,3,2097194097,4000,456125,114.031250,,127952,17143113452628189396
read_heavy,random,sorted_vector,2000,4,2097194865,4000,419667,104.916750,,127952,9766386070232653889
read_heavy,random,ordinary_bst,2000,4,2097194865,4000,197959,49.489750,364,128024,9766386070232653889
read_heavy,random,red_black_tree,2000,4,2097194865,4000,120042,30.010500,15,144104,9766386070232653889
read_heavy,random,ordinary_bst,2000,5,2097194609,4000,216250,54.062500,362,128024,2709043878829699123
read_heavy,random,red_black_tree,2000,5,2097194609,4000,119208,29.802000,14,144104,2709043878829699123
read_heavy,random,sorted_vector,2000,5,2097194609,4000,463666,115.916500,,127952,2709043878829699123
read_heavy,random,red_black_tree,2000,6,2097195377,4000,115416,28.854000,16,144104,17897453533029375821
read_heavy,random,sorted_vector,2000,6,2097195377,4000,455042,113.760500,,127952,17897453533029375821
read_heavy,random,ordinary_bst,2000,6,2097195377,4000,206375,51.593750,373,128024,17897453533029375821
update_heavy,random,red_black_tree,2000,0,2097193933,4000,190542,47.635500,17,144104,1322018453460279301
update_heavy,random,ordinary_bst,2000,0,2097193933,4000,1513541,378.385250,1127,128024,1322018453460279301
update_heavy,random,sorted_vector,2000,0,2097193933,4000,1384792,346.198000,,127952,1322018453460279301
update_heavy,random,sorted_vector,2000,1,2097193677,4000,1400334,350.083500,,127952,3406287181608203193
update_heavy,random,ordinary_bst,2000,1,2097193677,4000,1599417,399.854250,1116,128024,3406287181608203193
update_heavy,random,red_black_tree,2000,1,2097193677,4000,196917,49.229250,16,144104,3406287181608203193
update_heavy,random,ordinary_bst,2000,2,2097194445,4000,1529792,382.448000,1100,128024,8236867016746737737
update_heavy,random,sorted_vector,2000,2,2097194445,4000,1337458,334.364500,,127952,8236867016746737737
update_heavy,random,red_black_tree,2000,2,2097194445,4000,185166,46.291500,16,144104,8236867016746737737
update_heavy,random,ordinary_bst,2000,3,2097194189,4000,1460542,365.135500,1118,128024,18344136951195532780
update_heavy,random,red_black_tree,2000,3,2097194189,4000,195666,48.916500,17,144104,18344136951195532780
update_heavy,random,sorted_vector,2000,3,2097194189,4000,1394167,348.541750,,127952,18344136951195532780
update_heavy,random,red_black_tree,2000,4,2097194957,4000,205125,51.281250,16,144104,1202846484792266642
update_heavy,random,ordinary_bst,2000,4,2097194957,4000,1556583,389.145750,1103,128024,1202846484792266642
update_heavy,random,sorted_vector,2000,4,2097194957,4000,1365125,341.281250,,209872,1202846484792266642
update_heavy,random,red_black_tree,2000,5,2097194701,4000,204583,51.145750,16,144104,5612403232477617349
update_heavy,random,sorted_vector,2000,5,2097194701,4000,1366541,341.635250,,127952,5612403232477617349
update_heavy,random,ordinary_bst,2000,5,2097194701,4000,1560000,390.000000,1092,128024,5612403232477617349
update_heavy,random,ordinary_bst,2000,6,2097195469,4000,1511167,377.791750,1094,128024,8962257297326138047
update_heavy,random,red_black_tree,2000,6,2097195469,4000,211542,52.885500,16,144104,8962257297326138047
update_heavy,random,sorted_vector,2000,6,2097195469,4000,1296750,324.187500,,127952,8962257297326138047
build,sorted,sorted_vector,4000,0,4194345559,4000,84375,21.093750,,255872,14713656301665212913
build,sorted,ordinary_bst,4000,0,4194345559,4000,20975167,5243.791750,4000,256024,14713656301665212913
build,sorted,red_black_tree,4000,0,4194345559,4000,115125,28.781250,21,288104,14713656301665212913
build,sorted,red_black_tree,4000,1,4194345815,4000,115250,28.812500,21,288104,14713656301665212913
build,sorted,ordinary_bst,4000,1,4194345815,4000,22311166,5577.791500,4000,256024,14713656301665212913
build,sorted,sorted_vector,4000,1,4194345815,4000,84709,21.177250,,255872,14713656301665212913
build,sorted,sorted_vector,4000,2,4194346071,4000,84209,21.052250,,255872,14713656301665212913
build,sorted,red_black_tree,4000,2,4194346071,4000,112417,28.104250,21,288104,14713656301665212913
build,sorted,ordinary_bst,4000,2,4194346071,4000,21689250,5422.312500,4000,256024,14713656301665212913
build,sorted,red_black_tree,4000,3,4194346327,4000,111833,27.958250,21,288104,14713656301665212913
build,sorted,sorted_vector,4000,3,4194346327,4000,84417,21.104250,,255872,14713656301665212913
build,sorted,ordinary_bst,4000,3,4194346327,4000,20014250,5003.562500,4000,256024,14713656301665212913
build,sorted,ordinary_bst,4000,4,4194346583,4000,18744000,4686.000000,4000,256024,14713656301665212913
build,sorted,sorted_vector,4000,4,4194346583,4000,85750,21.437500,,255872,14713656301665212913
build,sorted,red_black_tree,4000,4,4194346583,4000,87542,21.885500,21,288104,14713656301665212913
build,sorted,ordinary_bst,4000,5,4194346839,4000,23187334,5796.833500,4000,256024,14713656301665212913
build,sorted,red_black_tree,4000,5,4194346839,4000,89708,22.427000,21,288104,14713656301665212913
build,sorted,sorted_vector,4000,5,4194346839,4000,84292,21.073000,,255872,14713656301665212913
build,sorted,sorted_vector,4000,6,4194347095,4000,83875,20.968750,,255872,14713656301665212913
build,sorted,red_black_tree,4000,6,4194347095,4000,86500,21.625000,21,288104,14713656301665212913
build,sorted,ordinary_bst,4000,6,4194347095,4000,20414291,5103.572750,4000,256024,14713656301665212913
lookup,sorted,sorted_vector,4000,0,4194345516,4000,153750,38.437500,,255872,6609634632306929636
lookup,sorted,red_black_tree,4000,0,4194345516,4000,217250,54.312500,21,288104,6609634632306929636
lookup,sorted,ordinary_bst,4000,0,4194345516,4000,24761792,6190.448000,4000,256024,6609634632306929636
lookup,sorted,ordinary_bst,4000,1,4194345772,4000,19679791,4919.947750,4000,256024,266710609761512735
lookup,sorted,red_black_tree,4000,1,4194345772,4000,205500,51.375000,21,288104,266710609761512735
lookup,sorted,sorted_vector,4000,1,4194345772,4000,149250,37.312500,,255872,266710609761512735
lookup,sorted,red_black_tree,4000,2,4194346028,4000,207292,51.823000,21,288104,3211882696461766854
lookup,sorted,ordinary_bst,4000,2,4194346028,4000,17107708,4276.927000,4000,256024,3211882696461766854
lookup,sorted,sorted_vector,4000,2,4194346028,4000,148417,37.104250,,255872,3211882696461766854
lookup,sorted,red_black_tree,4000,3,4194346284,4000,206583,51.645750,21,288104,13349971491726908522
lookup,sorted,ordinary_bst,4000,3,4194346284,4000,22914833,5728.708250,4000,256024,13349971491726908522
lookup,sorted,sorted_vector,4000,3,4194346284,4000,148125,37.031250,,255872,13349971491726908522
lookup,sorted,red_black_tree,4000,4,4194346540,4000,206125,51.531250,21,288104,5663308773381136697
lookup,sorted,sorted_vector,4000,4,4194346540,4000,148625,37.156250,,255872,5663308773381136697
lookup,sorted,ordinary_bst,4000,4,4194346540,4000,18950583,4737.645750,4000,256024,5663308773381136697
lookup,sorted,red_black_tree,4000,5,4194346796,4000,203500,50.875000,21,288104,14355336070499607562
lookup,sorted,ordinary_bst,4000,5,4194346796,4000,21647791,5411.947750,4000,256024,14355336070499607562
lookup,sorted,sorted_vector,4000,5,4194346796,4000,148500,37.125000,,255872,14355336070499607562
lookup,sorted,sorted_vector,4000,6,4194347052,4000,153083,38.270750,,255872,897050544060468438
lookup,sorted,ordinary_bst,4000,6,4194347052,4000,23709000,5927.250000,4000,256024,897050544060468438
lookup,sorted,red_black_tree,4000,6,4194347052,4000,206292,51.573000,21,288104,897050544060468438
build,random,ordinary_bst,4000,0,4194345552,4000,208041,52.010250,31,256024,14713656301665212913
build,random,red_black_tree,4000,0,4194345552,4000,270667,67.666750,15,288104,14713656301665212913
build,random,sorted_vector,4000,0,4194345552,4000,3233292,808.323000,,255872,14713656301665212913
build,random,sorted_vector,4000,1,4194345808,4000,3235416,808.854000,,255872,14713656301665212913
build,random,red_black_tree,4000,1,4194345808,4000,270375,67.593750,15,288104,14713656301665212913
build,random,ordinary_bst,4000,1,4194345808,4000,215709,53.927250,31,256024,14713656301665212913
build,random,red_black_tree,4000,2,4194346064,4000,262958,65.739500,15,288104,14713656301665212913
build,random,sorted_vector,4000,2,4194346064,4000,3230125,807.531250,,255872,14713656301665212913
build,random,ordinary_bst,4000,2,4194346064,4000,223208,55.802000,29,256024,14713656301665212913
build,random,ordinary_bst,4000,3,4194346320,4000,219250,54.812500,28,256024,14713656301665212913
build,random,sorted_vector,4000,3,4194346320,4000,3185500,796.375000,,255872,14713656301665212913
build,random,red_black_tree,4000,3,4194346320,4000,274375,68.593750,15,288104,14713656301665212913
build,random,ordinary_bst,4000,4,4194346576,4000,226167,56.541750,28,256024,14713656301665212913
build,random,red_black_tree,4000,4,4194346576,4000,272667,68.166750,15,288104,14713656301665212913
build,random,sorted_vector,4000,4,4194346576,4000,3093000,773.250000,,255872,14713656301665212913
build,random,red_black_tree,4000,5,4194346832,4000,270875,67.718750,15,288104,14713656301665212913
build,random,sorted_vector,4000,5,4194346832,4000,3188833,797.208250,,255872,14713656301665212913
build,random,ordinary_bst,4000,5,4194346832,4000,225000,56.250000,26,256024,14713656301665212913
build,random,sorted_vector,4000,6,4194347088,4000,3273333,818.333250,,255872,14713656301665212913
build,random,red_black_tree,4000,6,4194347088,4000,268834,67.208500,15,288104,14713656301665212913
build,random,ordinary_bst,4000,6,4194347088,4000,219125,54.781250,25,256024,14713656301665212913
lookup,random,ordinary_bst,4000,0,4194345517,4000,199125,49.781250,29,256024,13130389743321921081
lookup,random,sorted_vector,4000,0,4194345517,4000,150917,37.729250,,255872,13130389743321921081
lookup,random,red_black_tree,4000,0,4194345517,4000,200917,50.229250,15,288104,13130389743321921081
lookup,random,ordinary_bst,4000,1,4194345773,4000,208125,52.031250,27,256024,12119248511707739492
lookup,random,red_black_tree,4000,1,4194345773,4000,203792,50.948000,14,288104,12119248511707739492
lookup,random,sorted_vector,4000,1,4194345773,4000,151333,37.833250,,255872,12119248511707739492
lookup,random,sorted_vector,4000,2,4194346029,4000,159208,39.802000,,255872,2920977023330400280
lookup,random,red_black_tree,4000,2,4194346029,4000,207541,51.885250,15,288104,2920977023330400280
lookup,random,ordinary_bst,4000,2,4194346029,4000,204833,51.208250,32,256024,2920977023330400280
lookup,random,ordinary_bst,4000,3,4194346285,4000,209917,52.479250,26,256024,15649827264087876668
lookup,random,sorted_vector,4000,3,4194346285,4000,162791,40.697750,,255872,15649827264087876668
lookup,random,red_black_tree,4000,3,4194346285,4000,213000,53.250000,15,288104,15649827264087876668
lookup,random,ordinary_bst,4000,4,4194346541,4000,221000,55.250000,29,256024,16899461832303905073
lookup,random,red_black_tree,4000,4,4194346541,4000,217667,54.416750,14,288104,16899461832303905073
lookup,random,sorted_vector,4000,4,4194346541,4000,160417,40.104250,,255872,16899461832303905073
lookup,random,red_black_tree,4000,5,4194346797,4000,205417,51.354250,14,288104,4507575307649323761
lookup,random,ordinary_bst,4000,5,4194346797,4000,205083,51.270750,24,256024,4507575307649323761
lookup,random,sorted_vector,4000,5,4194346797,4000,150333,37.583250,,255872,4507575307649323761
lookup,random,ordinary_bst,4000,6,4194347053,4000,223708,55.927000,27,256024,2664759765801369618
lookup,random,red_black_tree,4000,6,4194347053,4000,206625,51.656250,14,288104,2664759765801369618
lookup,random,sorted_vector,4000,6,4194347053,4000,160625,40.156250,,255872,2664759765801369618
build,nearly_sorted,ordinary_bst,4000,0,4194345553,4000,19887916,4971.979000,3819,256024,14713656301665212913
build,nearly_sorted,red_black_tree,4000,0,4194345553,4000,94292,23.573000,21,288104,14713656301665212913
build,nearly_sorted,sorted_vector,4000,0,4194345553,4000,89458,22.364500,,255872,14713656301665212913
build,nearly_sorted,ordinary_bst,4000,1,4194345809,4000,20016750,5004.187500,3817,256024,14713656301665212913
build,nearly_sorted,sorted_vector,4000,1,4194345809,4000,88875,22.218750,,255872,14713656301665212913
build,nearly_sorted,red_black_tree,4000,1,4194345809,4000,91209,22.802250,21,288104,14713656301665212913
build,nearly_sorted,ordinary_bst,4000,2,4194346065,4000,18209917,4552.479250,3824,256024,14713656301665212913
build,nearly_sorted,red_black_tree,4000,2,4194346065,4000,89417,22.354250,21,288104,14713656301665212913
build,nearly_sorted,sorted_vector,4000,2,4194346065,4000,88375,22.093750,,255872,14713656301665212913
build,nearly_sorted,sorted_vector,4000,3,4194346321,4000,88458,22.114500,,255872,14713656301665212913
build,nearly_sorted,red_black_tree,4000,3,4194346321,4000,89291,22.322750,21,288104,14713656301665212913
build,nearly_sorted,ordinary_bst,4000,3,4194346321,4000,20136667,5034.166750,3817,256024,14713656301665212913
build,nearly_sorted,sorted_vector,4000,4,4194346577,4000,89208,22.302000,,255872,14713656301665212913
build,nearly_sorted,red_black_tree,4000,4,4194346577,4000,88875,22.218750,21,288104,14713656301665212913
build,nearly_sorted,ordinary_bst,4000,4,4194346577,4000,20458125,5114.531250,3812,256024,14713656301665212913
build,nearly_sorted,sorted_vector,4000,5,4194346833,4000,88667,22.166750,,255872,14713656301665212913
build,nearly_sorted,ordinary_bst,4000,5,4194346833,4000,17540875,4385.218750,3817,256024,14713656301665212913
build,nearly_sorted,red_black_tree,4000,5,4194346833,4000,88042,22.010500,21,288104,14713656301665212913
build,nearly_sorted,ordinary_bst,4000,6,4194347089,4000,18498625,4624.656250,3816,256024,14713656301665212913
build,nearly_sorted,red_black_tree,4000,6,4194347089,4000,87750,21.937500,21,288104,14713656301665212913
build,nearly_sorted,sorted_vector,4000,6,4194347089,4000,88333,22.083250,,255872,14713656301665212913
lookup,nearly_sorted,sorted_vector,4000,0,4194345518,4000,151458,37.864500,,255872,9876634909793086811
lookup,nearly_sorted,ordinary_bst,4000,0,4194345518,4000,21761666,5440.416500,3812,256024,9876634909793086811
lookup,nearly_sorted,red_black_tree,4000,0,4194345518,4000,205833,51.458250,21,288104,9876634909793086811
lookup,nearly_sorted,sorted_vector,4000,1,4194345774,4000,151125,37.781250,,255872,492045064847854702
lookup,nearly_sorted,red_black_tree,4000,1,4194345774,4000,195542,48.885500,21,288104,492045064847854702
lookup,nearly_sorted,ordinary_bst,4000,1,4194345774,4000,21853583,5463.395750,3818,256024,492045064847854702
lookup,nearly_sorted,sorted_vector,4000,2,4194346030,4000,153334,38.333500,,255872,16122639640494754585
lookup,nearly_sorted,red_black_tree,4000,2,4194346030,4000,195333,48.833250,21,288104,16122639640494754585
lookup,nearly_sorted,ordinary_bst,4000,2,4194346030,4000,23893834,5973.458500,3816,256024,16122639640494754585
lookup,nearly_sorted,sorted_vector,4000,3,4194346286,4000,151541,37.885250,,255872,5828433652119246633
lookup,nearly_sorted,ordinary_bst,4000,3,4194346286,4000,19347125,4836.781250,3810,256024,5828433652119246633
lookup,nearly_sorted,red_black_tree,4000,3,4194346286,4000,220625,55.156250,21,288104,5828433652119246633
lookup,nearly_sorted,red_black_tree,4000,4,4194346542,4000,204708,51.177000,21,288104,15922881149458410630
lookup,nearly_sorted,ordinary_bst,4000,4,4194346542,4000,21928084,5482.021000,3815,256024,15922881149458410630
lookup,nearly_sorted,sorted_vector,4000,4,4194346542,4000,150000,37.500000,,255872,15922881149458410630
lookup,nearly_sorted,red_black_tree,4000,5,4194346798,4000,204083,51.020750,21,288104,17411346719971908851
lookup,nearly_sorted,sorted_vector,4000,5,4194346798,4000,152458,38.114500,,255872,17411346719971908851
lookup,nearly_sorted,ordinary_bst,4000,5,4194346798,4000,25762917,6440.729250,3811,256024,17411346719971908851
lookup,nearly_sorted,red_black_tree,4000,6,4194347054,4000,214500,53.625000,21,288104,16919933365821060171
lookup,nearly_sorted,ordinary_bst,4000,6,4194347054,4000,19172041,4793.010250,3817,256024,16919933365821060171
lookup,nearly_sorted,sorted_vector,4000,6,4194347054,4000,149958,37.489500,,255872,16919933365821060171
read_heavy,random,ordinary_bst,4000,0,4194345841,8000,602792,75.349000,722,256024,15056767403099378197
read_heavy,random,sorted_vector,4000,0,4194345841,8000,1514667,189.333375,,255872,15056767403099378197
read_heavy,random,red_black_tree,4000,0,4194345841,8000,279500,34.937500,16,288104,15056767403099378197
read_heavy,random,sorted_vector,4000,1,4194345585,8000,1561584,195.198000,,255872,941500822286256025
read_heavy,random,red_black_tree,4000,1,4194345585,8000,296000,37.000000,16,288104,941500822286256025
read_heavy,random,ordinary_bst,4000,1,4194345585,8000,609791,76.223875,731,256024,941500822286256025
read_heavy,random,ordinary_bst,4000,2,4194346353,8000,585166,73.145750,735,256024,1150113475952664988
read_heavy,random,red_black_tree,4000,2,4194346353,8000,272459,34.057375,17,288104,1150113475952664988
read_heavy,random,sorted_vector,4000,2,4194346353,8000,1519250,189.906250,,255872,1150113475952664988
read_heavy,random,sorted_vector,4000,3,4194346097,8000,1564125,195.515625,,255872,16057949054109688850
read_heavy,random,red_black_tree,4000,3,4194346097,8000,287000,35.875000,16,288104,16057949054109688850
read_heavy,random,ordinary_bst,4000,3,4194346097,8000,620458,77.557250,729,256024,16057949054109688850
read_heavy,random,red_black_tree,4000,4,4194346865,8000,279542,34.942750,17,288104,5221245158186747718
read_heavy,random,ordinary_bst,4000,4,4194346865,8000,579500,72.437500,730,256024,5221245158186747718
read_heavy,random,sorted_vector,4000,4,4194346865,8000,1546375,193.296875,,255872,5221245158186747718
read_heavy,random,ordinary_bst,4000,5,4194346609,8000,624583,78.072875,726,256024,16752508253558643650
read_heavy,random,red_black_tree,4000,5,4194346609,8000,281500,35.187500,15,288104,16752508253558643650
read_heavy,random,sorted_vector,4000,5,4194346609,8000,1554125,194.265625,,255872,16752508253558643650
read_heavy,random,red_black_tree,4000,6,4194347377,8000,280542,35.067750,17,288104,14849185649507433632
read_heavy,random,ordinary_bst,4000,6,4194347377,8000,598250,74.781250,742,256024,14849185649507433632
read_heavy,random,sorted_vector,4000,6,4194347377,8000,1607083,200.885375,,255872,14849185649507433632
update_heavy,random,ordinary_bst,4000,0,4194345933,8000,8780833,1097.604125,2225,256024,13409799089171300445
update_heavy,random,sorted_vector,4000,0,4194345933,8000,5265417,658.177125,,255872,13409799089171300445
update_heavy,random,red_black_tree,4000,0,4194345933,8000,419166,52.395750,18,288104,13409799089171300445
update_heavy,random,red_black_tree,4000,1,4194345677,8000,446250,55.781250,18,288104,9097477590947388642
update_heavy,random,ordinary_bst,4000,1,4194345677,8000,9054958,1131.869750,2190,256024,9097477590947388642
update_heavy,random,sorted_vector,4000,1,4194345677,8000,5335458,666.932250,,255872,9097477590947388642
update_heavy,random,ordinary_bst,4000,2,4194346445,8000,9187125,1148.390625,2241,256024,10910605185236033414
update_heavy,random,red_black_tree,4000,2,4194346445,8000,426042,53.255250,18,288104,10910605185236033414
update_heavy,random,sorted_vector,4000,2,4194346445,8000,5390583,673.822875,,255872,10910605185236033414
update_heavy,random,red_black_tree,4000,3,4194346189,8000,457084,57.135500,17,288104,16833351280211645614
update_heavy,random,ordinary_bst,4000,3,4194346189,8000,8448375,1056.046875,2194,256024,16833351280211645614
update_heavy,random,sorted_vector,4000,3,4194346189,8000,5246791,655.848875,,255872,16833351280211645614
update_heavy,random,sorted_vector,4000,4,4194346957,8000,5308625,663.578125,,255872,8496070985721584402
update_heavy,random,ordinary_bst,4000,4,4194346957,8000,8801250,1100.156250,2181,256024,8496070985721584402
update_heavy,random,red_black_tree,4000,4,4194346957,8000,425292,53.161500,17,288104,8496070985721584402
update_heavy,random,red_black_tree,4000,5,4194346701,8000,442500,55.312500,18,288104,11318698515541397420
update_heavy,random,ordinary_bst,4000,5,4194346701,8000,8634708,1079.338500,2218,256024,11318698515541397420
update_heavy,random,sorted_vector,4000,5,4194346701,8000,5242000,655.250000,,255872,11318698515541397420
update_heavy,random,sorted_vector,4000,6,4194347469,8000,5371375,671.421875,,255872,1932181111052203578
update_heavy,random,ordinary_bst,4000,6,4194347469,8000,9230000,1153.750000,2226,256024,1932181111052203578
update_heavy,random,red_black_tree,4000,6,4194347469,8000,421792,52.724000,17,288104,1932181111052203578
build,sorted,ordinary_bst,8000,0,8388649559,8000,66009166,8251.145750,8000,512024,16124729073254783456
build,sorted,red_black_tree,8000,0,8388649559,8000,199584,24.948000,23,576104,16124729073254783456
build,sorted,sorted_vector,8000,0,8388649559,8000,207834,25.979250,,511712,16124729073254783456
build,sorted,red_black_tree,8000,1,8388649815,8000,200667,25.083375,23,576104,16124729073254783456
build,sorted,sorted_vector,8000,1,8388649815,8000,200167,25.020875,,511712,16124729073254783456
build,sorted,ordinary_bst,8000,1,8388649815,8000,66906292,8363.286500,8000,512024,16124729073254783456
build,sorted,red_black_tree,8000,2,8388650071,8000,198292,24.786500,23,576104,16124729073254783456
build,sorted,sorted_vector,8000,2,8388650071,8000,215583,26.947875,,511712,16124729073254783456
build,sorted,ordinary_bst,8000,2,8388650071,8000,67186583,8398.322875,8000,512024,16124729073254783456
build,sorted,sorted_vector,8000,3,8388650327,8000,206292,25.786500,,511712,16124729073254783456
build,sorted,red_black_tree,8000,3,8388650327,8000,197875,24.734375,23,576104,16124729073254783456
build,sorted,ordinary_bst,8000,3,8388650327,8000,64098375,8012.296875,8000,512024,16124729073254783456
build,sorted,ordinary_bst,8000,4,8388650583,8000,59098334,7387.291750,8000,512024,16124729073254783456
build,sorted,sorted_vector,8000,4,8388650583,8000,191500,23.937500,,511712,16124729073254783456
build,sorted,red_black_tree,8000,4,8388650583,8000,184292,23.036500,23,576104,16124729073254783456
build,sorted,sorted_vector,8000,5,8388650839,8000,192333,24.041625,,511712,16124729073254783456
build,sorted,red_black_tree,8000,5,8388650839,8000,181084,22.635500,23,576104,16124729073254783456
build,sorted,ordinary_bst,8000,5,8388650839,8000,56676417,7084.552125,8000,512024,16124729073254783456
build,sorted,ordinary_bst,8000,6,8388651095,8000,57807042,7225.880250,8000,512024,16124729073254783456
build,sorted,red_black_tree,8000,6,8388651095,8000,257375,32.171875,23,576104,16124729073254783456
build,sorted,sorted_vector,8000,6,8388651095,8000,190083,23.760375,,511712,16124729073254783456
lookup,sorted,red_black_tree,8000,0,8388649516,8000,493708,61.713500,23,576104,9389716401407015992
lookup,sorted,sorted_vector,8000,0,8388649516,8000,389667,48.708375,,511712,9389716401407015992
lookup,sorted,ordinary_bst,8000,0,8388649516,8000,74034208,9254.276000,8000,512024,9389716401407015992
lookup,sorted,red_black_tree,8000,1,8388649772,8000,535417,66.927125,23,576104,18117086179451826581
lookup,sorted,ordinary_bst,8000,1,8388649772,8000,81544166,10193.020750,8000,512024,18117086179451826581
lookup,sorted,sorted_vector,8000,1,8388649772,8000,375292,46.911500,,511712,18117086179451826581
